Win#   	MACD-8  	roll  	rolls since shift
04298  	6e041894  	1845762196  	429497
04299  	6e0aa64c  	1846191692  	429496
04300  	6e113405  	1846621189  	429497
04301  	6e17c1be  	1847050686  	429497
04302  	6e1e4f76  	1847480182  	429496
04303  	6e24dd2f  	1847909679  	429497
04304  	6e2b6ae8  	1848339176  	429497
04305  	6e31f8a1  	1848768673  	429497
04306  	6e388659  	1849198169  	429496
04307  	6e3f1412  	1849627666  	429497
04308  	6e45a1cb  	1850057163  	429497
04309  	6e4c2f84  	1850486660  	429497
04310  	6e52bd3c  	1850916156  	429496
04311  	6e594af5  	1851345653  	429497
04312  	6e5fd8ae  	1851775150  	429497
04313  	6e666666  	1852204646  	429496
04314  	6e6cf41f  	1852634143  	429497
04315  	6e7381d8  	1853063640  	429497
04316  	6e7a0f91  	1853493137  	429497
04317  	6e809d49  	1853922633  	429496
04318  	6e872b02  	1854352130  	429497
04319  	6e8db8bb  	1854781627  	429497
04320  	6e944674  	1855211124  	429497
04321  	6e9ad42c  	1855640620  	429496
04322  	6ea161e5  	1856070117  	429497
04323  	6ea7ef9e  	1856499614  	429497
04324  	6eae7d56  	1856929110  	429496
04325  	6eb50b0f  	1857358607  	429497
04326  	6ebb98c8  	1857788104  	429497
04327  	6ec22681  	1858217601  	429497
04328  	6ec8b439  	1858647097  	429496
04329  	6ecf41f2  	1859076594  	429497
04330  	6ed5cfab  	1859506091  	429497
04331  	6edc5d64  	1859935588  	429497
04332  	6ee2eb1c  	1860365084  	429496
04333  	6ee978d5  	1860794581  	429497
04334  	6ef0068e  	1861224078  	429497
04335  	6ef69447  	1861653575  	429497
04336  	6efd21ff  	1862083071  	429496
04337  	6f03afb8  	1862512568  	429497
04338  	6f0a3d71  	1862942065  	429497
04339  	6f10cb29  	1863371561  	429496
04340  	6f1758e2  	1863801058  	429497
04341  	6f1de69b  	1864230555  	429497
04342  	6f247454  	1864660052  	429497
04343  	6f2b020c  	1865089548  	429496
04344  	6f318fc5  	1865519045  	429497
04345  	6f381d7e  	1865948542  	429497
04346  	6f3eab37  	1866378039  	429497
04347  	6f4538ef  	1866807535  	429496
04348  	6f4bc6a8  	1867237032  	429497
04349  	6f525461  	1867666529  	429497
04350  	6f58e219  	1868096025  	429496
04351  	6f5f6fd2  	1868525522  	429497
04352  	6f65fd8b  	1868955019  	429497
04353  	6f6c8b44  	1869384516  	429497
04354  	6f7318fc  	1869814012  	429496
04355  	6f79a6b5  	1870243509  	429497
04356  	6f80346e  	1870673006  	429497
04357  	6f86c227  	1871102503  	429497
04358  	6f8d4fdf  	1871531999  	429496
04359  	6f93dd98  	1871961496  	429497
04360  	6f9a6b51  	1872390993  	429497
04361  	6fa0f909  	1872820489  	429496
04362  	6fa786c2  	1873249986  	429497
04363  	6fae147b  	1873679483  	429497
04364  	6fb4a234  	1874108980  	429497
04365  	6fbb2fec  	1874538476  	429496
04366  	6fc1bda5  	1874967973  	429497
04367  	6fc84b5e  	1875397470  	429497
04368  	6fced917  	1875826967  	429497
04369  	6fd566cf  	1876256463  	429496
04370  	6fdbf488  	1876685960  	429497
04371  	6fe28241  	1877115457  	429497
04372  	6fe90ffa  	1877544954  	429497
04373  	6fef9db2  	1877974450  	429496
04374  	6ff62b6b  	1878403947  	429497
04375  	6ffcb924  	1878833444  	429497
04376  	700346dc  	1879262940  	429496
04377  	7009d495  	1879692437  	429497
04378  	7010624e  	1880121934  	429497
04379  	7016f007  	1880551431  	429497
04380  	701d7dbf  	1880980927  	429496
04381  	70240b78  	1881410424  	429497
04382  	702a9931  	1881839921  	429497
04383  	703126ea  	1882269418  	429497
04384  	7037b4a2  	1882698914  	429496
04385  	703e425b  	1883128411  	429497
04386  	7044d014  	1883557908  	429497
04387  	704b5dcc  	1883987404  	429496
04388  	7051eb85  	1884416901  	429497
04389  	7058793e  	1884846398  	429497
04390  	705f06f7  	1885275895  	429497
04391  	706594af  	1885705391  	429496
04392  	706c2268  	1886134888  	429497
04393  	7072b021  	1886564385  	429497
04394  	70793dda  	1886993882  	429497
04395  	707fcb92  	1887423378  	429496
04396  	7086594b  	1887852875  	429497
04397  	708ce704  	1888282372  	429497
04398  	709374bc  	1888711868  	429496
04399  	709a0275  	1889141365  	429497
04400  	70a0902e  	1889570862  	429497
04401  	70a71de7  	1890000359  	429497
04402  	70adab9f  	1890429855  	429496
04403  	70b43958  	1890859352  	429497
04404  	70bac711  	1891288849  	429497
04405  	70c154ca  	1891718346  	429497
04406  	70c7e282  	1892147842  	429496
04407  	70ce703b  	1892577339  	429497
04408  	70d4fdf4  	1893006836  	429497
04409  	70db8bad  	1893436333  	429497
04410  	70e21965  	1893865829  	429496
04411  	70e8a71e  	1894295326  	429497
04412  	70ef34d7  	1894724823  	429497
04413  	70f5c28f  	1895154319  	429496
04414  	70fc5048  	1895583816  	429497
04415  	7102de01  	1896013313  	429497
04416  	71096bba  	1896442810  	429497
04417  	710ff972  	1896872306  	429496
04418  	7116872b  	1897301803  	429497
04419  	711d14e4  	1897731300  	429497
04420  	7123a29d  	1898160797  	429497
04421  	712a3055  	1898590293  	429496
04422  	7130be0e  	1899019790  	429497
04423  	71374bc7  	1899449287  	429497
04424  	713dd97f  	1899878783  	429496
04425  	71446738  	1900308280  	429497
04426  	714af4f1  	1900737777  	429497
04427  	715182aa  	1901167274  	429497
04428  	71581062  	1901596770  	429496
04429  	715e9e1b  	1902026267  	429497
04430  	71652bd4  	1902455764  	429497
04431  	716bb98d  	1902885261  	429497
04432  	71724745  	1903314757  	429496
04433  	7178d4fe  	1903744254  	429497
04434  	717f62b7  	1904173751  	429497
04435  	7185f06f  	1904603247  	429496
04436  	718c7e28  	1905032744  	429497
04437  	71930be1  	1905462241  	429497
04438  	7199999a  	1905891738  	429497
04439  	71a02752  	1906321234  	429496
04440  	71a6b50b  	1906750731  	429497
04441  	71ad42c4  	1907180228  	429497
04442  	71b3d07d  	1907609725  	429497
04443  	71ba5e35  	1908039221  	429496
04444  	71c0ebee  	1908468718  	429497
04445  	71c779a7  	1908898215  	429497
04446  	71ce075f  	1909327711  	429496
04447  	71d49518  	1909757208  	429497
04448  	71db22d1  	1910186705  	429497
04449  	71e1b08a  	1910616202  	429497
04450  	71e83e42  	1911045698  	429496
04451  	71eecbfb  	1911475195  	429497
04452  	71f559b4  	1911904692  	429497
04453  	71fbe76d  	1912334189  	429497
04454  	72027525  	1912763685  	429496
04455  	720902de  	1913193182  	429497
04456  	720f9097  	1913622679  	429497
04457  	72161e50  	1914052176  	429497
04458  	721cac08  	1914481672  	429496
04459  	722339c1  	1914911169  	429497
04460  	7229c77a  	1915340666  	429497
04461  	72305532  	1915770162  	429496
04462  	7236e2eb  	1916199659  	429497
04463  	723d70a4  	1916629156  	429497
04464  	7243fe5d  	1917058653  	429497
04465  	724a8c15  	1917488149  	429496
04466  	725119ce  	1917917646  	429497
04467  	7257a787  	1918347143  	429497
04468  	725e3540  	1918776640  	429497
04469  	7264c2f8  	1919206136  	429496
04470  	726b50b1  	1919635633  	429497
04471  	7271de6a  	1920065130  	429497
04472  	72786c22  	1920494626  	429496
04473  	727ef9db  	1920924123  	429497
04474  	72858794  	1921353620  	429497
04475  	728c154d  	1921783117  	429497
04476  	7292a305  	1922212613  	429496
04477  	729930be  	1922642110  	429497
04478  	729fbe77  	1923071607  	429497
04479  	72a64c30  	1923501104  	429497
04480  	72acd9e8  	1923930600  	429496
04481  	72b367a1  	1924360097  	429497
04482  	72b9f55a  	1924789594  	429497
04483  	72c08312  	1925219090  	429496
04484  	72c710cb  	1925648587  	429497
04485  	72cd9e84  	1926078084  	429497
04486  	72d42c3d  	1926507581  	429497
04487  	72dab9f5  	1926937077  	429496
04488  	72e147ae  	1927366574  	429497
04489  	72e7d567  	1927796071  	429497
04490  	72ee6320  	1928225568  	429497
04491  	72f4f0d8  	1928655064  	429496
04492  	72fb7e91  	1929084561  	429497
04493  	73020c4a  	1929514058  	429497
04494  	73089a03  	1929943555  	429497
04495  	730f27bb  	1930373051  	429496
04496  	7315b574  	1930802548  	429497
04497  	731c432d  	1931232045  	429497
04498  	7322d0e5  	1931661541  	429496
04499  	73295e9e  	1932091038  	429497
04500  	732fec57  	1932520535  	429497
04501  	73367a10  	1932950032  	429497
04502  	733d07c8  	1933379528  	429496
04503  	73439581  	1933809025  	429497
04504  	734a233a  	1934238522  	429497
04505  	7350b0f3  	1934668019  	429497
04506  	73573eab  	1935097515  	429496
04507  	735dcc64  	1935527012  	429497
04508  	73645a1d  	1935956509  	429497
04509  	736ae7d5  	1936386005  	429496
04510  	7371758e  	1936815502  	429497
04511  	73780347  	1937244999  	429497
04512  	737e9100  	1937674496  	429497
04513  	73851eb8  	1938103992  	429496
04514  	738bac71  	1938533489  	429497
04515  	73923a2a  	1938962986  	429497
04516  	7398c7e3  	1939392483  	429497
04517  	739f559b  	1939821979  	429496
04518  	73a5e354  	1940251476  	429497
04519  	73ac710d  	1940680973  	429497
04520  	73b2fec5  	1941110469  	429496
04521  	73b98c7e  	1941539966  	429497
04522  	73c01a37  	1941969463  	429497
04523  	73c6a7f0  	1942398960  	429497
04524  	73cd35a8  	1942828456  	429496
04525  	73d3c361  	1943257953  	429497
04526  	73da511a  	1943687450  	429497
04527  	73e0ded3  	1944116947  	429497
04528  	73e76c8b  	1944546443  	429496
04529  	73edfa44  	1944975940  	429497
04530  	73f487fd  	1945405437  	429497
04531  	73fb15b5  	1945834933  	429496
04532  	7401a36e  	1946264430  	429497
04533  	74083127  	1946693927  	429497
04534  	740ebee0  	1947123424  	429497
04535  	74154c98  	1947552920  	429496
04536  	741bda51  	1947982417  	429497
04537  	7422680a  	1948411914  	429497
04538  	7428f5c3  	1948841411  	429497
04539  	742f837b  	1949270907  	429496
04540  	74361134  	1949700404  	429497
04541  	743c9eed  	1950129901  	429497
04542  	74432ca6  	1950559398  	429497
04543  	7449ba5e  	1950988894  	429496
04544  	74504817  	1951418391  	429497
04545  	7456d5d0  	1951847888  	429497
04546  	745d6388  	1952277384  	429496
04547  	7463f141  	1952706881  	429497
04548  	746a7efa  	1953136378  	429497
04549  	74710cb3  	1953565875  	429497
04550  	74779a6b  	1953995371  	429496
04551  	747e2824  	1954424868  	429497
04552  	7484b5dd  	1954854365  	429497
04553  	748b4396  	1955283862  	429497
04554  	7491d14e  	1955713358  	429496
04555  	74985f07  	1956142855  	429497
04556  	749eecc0  	1956572352  	429497
04557  	74a57a78  	1957001848  	429496
04558  	74ac0831  	1957431345  	429497
04559  	74b295ea  	1957860842  	429497
04560  	74b923a3  	1958290339  	429497
04561  	74bfb15b  	1958719835  	429496
04562  	74c63f14  	1959149332  	429497
04563  	74cccccd  	1959578829  	429497
04564  	74d35a86  	1960008326  	429497
04565  	74d9e83e  	1960437822  	429496
04566  	74e075f7  	1960867319  	429497
04567  	74e703b0  	1961296816  	429497
04568  	74ed9168  	1961726312  	429496
04569  	74f41f21  	1962155809  	429497
04570  	74faacda  	1962585306  	429497
04571  	75013a93  	1963014803  	429497
04572  	7507c84b  	1963444299  	429496
04573  	750e5604  	1963873796  	429497
04574  	7514e3bd  	1964303293  	429497
04575  	751b7176  	1964732790  	429497
04576  	7521ff2e  	1965162286  	429496
04577  	75288ce7  	1965591783  	429497
04578  	752f1aa0  	1966021280  	429497
04579  	7535a859  	1966450777  	429497
04580  	753c3611  	1966880273  	429496
04581  	7542c3ca  	1967309770  	429497
04582  	75495183  	1967739267  	429497
04583  	754fdf3b  	1968168763  	429496
04584  	75566cf4  	1968598260  	429497
04585  	755cfaad  	1969027757  	429497
04586  	75638866  	1969457254  	429497
04587  	756a161e  	1969886750  	429496
04588  	7570a3d7  	1970316247  	429497
04589  	75773190  	1970745744  	429497
04590  	757dbf49  	1971175241  	429497
04591  	75844d01  	1971604737  	429496
04592  	758adaba  	1972034234  	429497
04593  	75916873  	1972463731  	429497
04594  	7597f62b  	1972893227  	429496
04595  	759e83e4  	1973322724  	429497
04596  	75a5119d  	1973752221  	429497
04597  	75ab9f56  	1974181718  	429497
04598  	75b22d0e  	1974611214  	429496
04599  	75b8bac7  	1975040711  	429497
04600  	75bf4880  	1975470208  	429497
04601  	75c5d639  	1975899705  	429497
04602  	75cc63f1  	1976329201  	429496
04603  	75d2f1aa  	1976758698  	429497
04604  	75d97f63  	1977188195  	429497
04605  	75e00d1b  	1977617691  	429496
04606  	75e69ad4  	1978047188  	429497
04607  	75ed288d  	1978476685  	429497
04608  	75f3b646  	1978906182  	429497
04609  	75fa43fe  	1979335678  	429496
04610  	7600d1b7  	1979765175  	429497
04611  	76075f70  	1980194672  	429497
04612  	760ded29  	1980624169  	429497
04613  	76147ae1  	1981053665  	429496
04614  	761b089a  	1981483162  	429497
04615  	76219653  	1981912659  	429497
04616  	7628240c  	1982342156  	429497
04617  	762eb1c4  	1982771652  	429496
04618  	76353f7d  	1983201149  	429497
04619  	763bcd36  	1983630646  	429497
04620  	76425aee  	1984060142  	429496
04621  	7648e8a7  	1984489639  	429497
04622  	764f7660  	1984919136  	429497
04623  	76560419  	1985348633  	429497
04624  	765c91d1  	1985778129  	429496
04625  	76631f8a  	1986207626  	429497
04626  	7669ad43  	1986637123  	429497
04627  	76703afc  	1987066620  	429497
04628  	7676c8b4  	1987496116  	429496
04629  	767d566d  	1987925613  	429497
04630  	7683e426  	1988355110  	429497
04631  	768a71de  	1988784606  	429496
04632  	7690ff97  	1989214103  	429497
04633  	76978d50  	1989643600  	429497
04634  	769e1b09  	1990073097  	429497
04635  	76a4a8c1  	1990502593  	429496
04636  	76ab367a  	1990932090  	429497
04637  	76b1c433  	1991361587  	429497
04638  	76b851ec  	1991791084  	429497
04639  	76bedfa4  	1992220580  	429496
04640  	76c56d5d  	1992650077  	429497
04641  	76cbfb16  	1993079574  	429497
04642  	76d288ce  	1993509070  	429496
04643  	76d91687  	1993938567  	429497
04644  	76dfa440  	1994368064  	429497
04645  	76e631f9  	1994797561  	429497
04646  	76ecbfb1  	1995227057  	429496
04647  	76f34d6a  	1995656554  	429497
04648  	76f9db23  	1996086051  	429497
04649  	770068dc  	1996515548  	429497
04650  	7706f694  	1996945044  	429496
04651  	770d844d  	1997374541  	429497
04652  	77141206  	1997804038  	429497
04653  	771a9fbe  	1998233534  	429496
04654  	77212d77  	1998663031  	429497
04655  	7727bb30  	1999092528  	429497
04656  	772e48e9  	1999522025  	429497
04657  	7734d6a1  	1999951521  	429496
04658  	773b645a  	2000381018  	429497
04659  	7741f213  	2000810515  	429497
04660  	77487fcc  	2001240012  	429497
04661  	774f0d84  	2001669508  	429496
04662  	77559b3d  	2002099005  	429497
04663  	775c28f6  	2002528502  	429497
04664  	7762b6af  	2002957999  	429497
04665  	77694467  	2003387495  	429496
04666  	776fd220  	2003816992  	429497
04667  	77765fd9  	2004246489  	429497
04668  	777ced91  	2004675985  	429496
04669  	77837b4a  	2005105482  	429497
04670  	778a0903  	2005534979  	429497
04671  	779096bc  	2005964476  	429497
04672  	77972474  	2006393972  	429496
04673  	779db22d  	2006823469  	429497
04674  	77a43fe6  	2007252966  	429497
04675  	77aacd9f  	2007682463  	429497
04676  	77b15b57  	2008111959  	429496
04677  	77b7e910  	2008541456  	429497
04678  	77be76c9  	2008970953  	429497
04679  	77c50481  	2009400449  	429496
04680  	77cb923a  	2009829946  	429497
04681  	77d21ff3  	2010259443  	429497
04682  	77d8adac  	2010688940  	429497
04683  	77df3b64  	2011118436  	429496
04684  	77e5c91d  	2011547933  	429497
04685  	77ec56d6  	2011977430  	429497
04686  	77f2e48f  	2012406927  	429497
04687  	77f97247  	2012836423  	429496
04688  	78000000  	2013265920  	429497
04689  	78068db9  	2013695417  	429497
04690  	780d1b71  	2014124913  	429496
04691  	7813a92a  	2014554410  	429497
04692  	781a36e3  	2014983907  	429497
04693  	7820c49c  	2015413404  	429497
04694  	78275254  	2015842900  	429496
04695  	782de00d  	2016272397  	429497
04696  	78346dc6  	2016701894  	429497
04697  	783afb7f  	2017131391  	429497
04698  	78418937  	2017560887  	429496
04699  	784816f0  	2017990384  	429497
04700  	784ea4a9  	2018419881  	429497
04701  	78553262  	2018849378  	429497
04702  	785bc01a  	2019278874  	429496
04703  	78624dd3  	2019708371  	429497
04704  	7868db8c  	2020137868  	429497
04705  	786f6944  	2020567364  	429496
04706  	7875f6fd  	2020996861  	429497
04707  	787c84b6  	2021426358  	429497
04708  	7883126f  	2021855855  	429497
04709  	7889a027  	2022285351  	429496
04710  	78902de0  	2022714848  	429497
04711  	7896bb99  	2023144345  	429497
04712  	789d4952  	2023573842  	429497
04713  	78a3d70a  	2024003338  	429496
04714  	78aa64c3  	2024432835  	429497
04715  	78b0f27c  	2024862332  	429497
04716  	78b78034  	2025291828  	429496
04717  	78be0ded  	2025721325  	429497
04718  	78c49ba6  	2026150822  	429497
04719  	78cb295f  	2026580319  	429497
04720  	78d1b717  	2027009815  	429496
04721  	78d844d0  	2027439312  	429497
04722  	78ded289  	2027868809  	429497
04723  	78e56042  	2028298306  	429497
04724  	78ebedfa  	2028727802  	429496
04725  	78f27bb3  	2029157299  	429497
04726  	78f9096c  	2029586796  	429497
04727  	78ff9724  	2030016292  	429496
04728  	790624dd  	2030445789  	429497
04729  	790cb296  	2030875286  	429497
04730  	7913404f  	2031304783  	429497
04731  	7919ce07  	2031734279  	429496
04732  	79205bc0  	2032163776  	429497
04733  	7926e979  	2032593273  	429497
04734  	792d7732  	2033022770  	429497
04735  	793404ea  	2033452266  	429496
04736  	793a92a3  	2033881763  	429497
04737  	7941205c  	2034311260  	429497
04738  	7947ae15  	2034740757  	429497
04739  	794e3bcd  	2035170253  	429496
04740  	7954c986  	2035599750  	429497
04741  	795b573f  	2036029247  	429497
04742  	7961e4f7  	2036458743  	429496
04743  	796872b0  	2036888240  	429497
04744  	796f0069  	2037317737  	429497
04745  	79758e22  	2037747234  	429497
04746  	797c1bda  	2038176730  	429496
04747  	7982a993  	2038606227  	429497
04748  	7989374c  	2039035724  	429497
04749  	798fc505  	2039465221  	429497
04750  	799652bd  	2039894717  	429496
04751  	799ce076  	2040324214  	429497
04752  	79a36e2f  	2040753711  	429497
04753  	79a9fbe7  	2041183207  	429496
04754  	79b089a0  	2041612704  	429497
04755  	79b71759  	2042042201  	429497
04756  	79bda512  	2042471698  	429497
04757  	79c432ca  	2042901194  	429496
04758  	79cac083  	2043330691  	429497
04759  	79d14e3c  	2043760188  	429497
04760  	79d7dbf5  	2044189685  	429497
04761  	79de69ad  	2044619181  	429496
04762  	79e4f766  	2045048678  	429497
04763  	79eb851f  	2045478175  	429497
04764  	79f212d7  	2045907671  	429496
04765  	79f8a090  	2046337168  	429497
04766  	79ff2e49  	2046766665  	429497
04767  	7a05bc02  	2047196162  	429497
04768  	7a0c49ba  	2047625658  	429496
04769  	7a12d773  	2048055155  	429497
04770  	7a19652c  	2048484652  	429497
04771  	7a1ff2e5  	2048914149  	429497
04772  	7a26809d  	2049343645  	429496
04773  	7a2d0e56  	2049773142  	429497
04774  	7a339c0f  	2050202639  	429497
04775  	7a3a29c7  	2050632135  	429496
04776  	7a40b780  	2051061632  	429497
04777  	7a474539  	2051491129  	429497
04778  	7a4dd2f2  	2051920626  	429497
04779  	7a5460aa  	2052350122  	429496
04780  	7a5aee63  	2052779619  	429497
04781  	7a617c1c  	2053209116  	429497
04782  	7a6809d5  	2053638613  	429497
04783  	7a6e978d  	2054068109  	429496
04784  	7a752546  	2054497606  	429497
04785  	7a7bb2ff  	2054927103  	429497
04786  	7a8240b8  	2055356600  	429497
04787  	7a88ce70  	2055786096  	429496
04788  	7a8f5c29  	2056215593  	429497
04789  	7a95e9e2  	2056645090  	429497
04790  	7a9c779a  	2057074586  	429496
04791  	7aa30553  	2057504083  	429497
04792  	7aa9930c  	2057933580  	429497
04793  	7ab020c5  	2058363077  	429497
04794  	7ab6ae7d  	2058792573  	429496
04795  	7abd3c36  	2059222070  	429497
04796  	7ac3c9ef  	2059651567  	429497
04797  	7aca57a8  	2060081064  	429497
04798  	7ad0e560  	2060510560  	429496
04799  	7ad77319  	2060940057  	429497
04800  	7ade00d2  	2061369554  	429497
04801  	7ae48e8a  	2061799050  	429496
04802  	7aeb1c43  	2062228547  	429497
04803  	7af1a9fc  	2062658044  	429497
04804  	7af837b5  	2063087541  	429497
04805  	7afec56d  	2063517037  	429496
04806  	7b055326  	2063946534  	429497
04807  	7b0be0df  	2064376031  	429497
04808  	7b126e98  	2064805528  	429497
04809  	7b18fc50  	2065235024  	429496
04810  	7b1f8a09  	2065664521  	429497
04811  	7b2617c2  	2066094018  	429497
04812  	7b2ca57a  	2066523514  	429496
04813  	7b333333  	2066953011  	429497
04814  	7b39c0ec  	2067382508  	429497
04815  	7b404ea5  	2067812005  	429497
04816  	7b46dc5d  	2068241501  	429496
04817  	7b4d6a16  	2068670998  	429497
04818  	7b53f7cf  	2069100495  	429497
04819  	7b5a8588  	2069529992  	429497
04820  	7b611340  	2069959488  	429496
04821  	7b67a0f9  	2070388985  	429497
04822  	7b6e2eb2  	2070818482  	429497
04823  	7b74bc6b  	2071247979  	429497
04824  	7b7b4a23  	2071677475  	429496
04825  	7b81d7dc  	2072106972  	429497
04826  	7b886595  	2072536469  	429497
04827  	7b8ef34d  	2072965965  	429496
04828  	7b958106  	2073395462  	429497
04829  	7b9c0ebf  	2073824959  	429497
04830  	7ba29c78  	2074254456  	429497
04831  	7ba92a30  	2074683952  	429496
04832  	7bafb7e9  	2075113449  	429497
04833  	7bb645a2  	2075542946  	429497
04834  	7bbcd35b  	2075972443  	429497
04835  	7bc36113  	2076401939  	429496
04836  	7bc9eecc  	2076831436  	429497
04837  	7bd07c85  	2077260933  	429497
04838  	7bd70a3d  	2077690429  	429496
04839  	7bdd97f6  	2078119926  	429497
04840  	7be425af  	2078549423  	429497
04841  	7beab368  	2078978920  	429497
04842  	7bf14120  	2079408416  	429496
04843  	7bf7ced9  	2079837913  	429497
04844  	7bfe5c92  	2080267410  	429497
04845  	7c04ea4b  	2080696907  	429497
04846  	7c0b7803  	2081126403  	429496
04847  	7c1205bc  	2081555900  	429497
04848  	7c189375  	2081985397  	429497
04849  	7c1f212d  	2082414893  	429496
04850  	7c25aee6  	2082844390  	429497
04851  	7c2c3c9f  	2083273887  	429497
04852  	7c32ca58  	2083703384  	429497
04853  	7c395810  	2084132880  	429496
04854  	7c3fe5c9  	2084562377  	429497
04855  	7c467382  	2084991874  	429497
04856  	7c4d013b  	2085421371  	429497
04857  	7c538ef3  	2085850867  	429496
04858  	7c5a1cac  	2086280364  	429497
04859  	7c60aa65  	2086709861  	429497
04860  	7c67381e  	2087139358  	429497
04861  	7c6dc5d6  	2087568854  	429496
04862  	7c74538f  	2087998351  	429497
04863  	7c7ae148  	2088427848  	429497
04864  	7c816f00  	2088857344  	429496
04865  	7c87fcb9  	2089286841  	429497
04866  	7c8e8a72  	2089716338  	429497
04867  	7c95182b  	2090145835  	429497
04868  	7c9ba5e3  	2090575331  	429496
04869  	7ca2339c  	2091004828  	429497
04870  	7ca8c155  	2091434325  	429497
04871  	7caf4f0e  	2091863822  	429497
04872  	7cb5dcc6  	2092293318  	429496
04873  	7cbc6a7f  	2092722815  	429497
04874  	7cc2f838  	2093152312  	429497
04875  	7cc985f0  	2093581808  	429496
04876  	7cd013a9  	2094011305  	429497
04877  	7cd6a162  	2094440802  	429497
04878  	7cdd2f1b  	2094870299  	429497
04879  	7ce3bcd3  	2095299795  	429496
04880  	7cea4a8c  	2095729292  	429497
04881  	7cf0d845  	2096158789  	429497
04882  	7cf765fe  	2096588286  	429497
04883  	7cfdf3b6  	2097017782  	429496
04884  	7d04816f  	2097447279  	429497
04885  	7d0b0f28  	2097876776  	429497
04886  	7d119ce0  	2098306272  	429496
04887  	7d182a99  	2098735769  	429497
04888  	7d1eb852  	2099165266  	429497
04889  	7d25460b  	2099594763  	429497
04890  	7d2bd3c3  	2100024259  	429496
04891  	7d32617c  	2100453756  	429497
04892  	7d38ef35  	2100883253  	429497
04893  	7d3f7cee  	2101312750  	429497
04894  	7d460aa6  	2101742246  	429496
04895  	7d4c985f  	2102171743  	429497
04896  	7d532618  	2102601240  	429497
04897  	7d59b3d0  	2103030736  	429496
04898  	7d604189  	2103460233  	429497
04899  	7d66cf42  	2103889730  	429497
04900  	7d6d5cfb  	2104319227  	429497
04901  	7d73eab3  	2104748723  	429496
04902  	7d7a786c  	2105178220  	429497
04903  	7d810625  	2105607717  	429497
04904  	7d8793de  	2106037214  	429497
04905  	7d8e2196  	2106466710  	429496
04906  	7d94af4f  	2106896207  	429497
04907  	7d9b3d08  	2107325704  	429497
04908  	7da1cac1  	2107755201  	429497
04909  	7da85879  	2108184697  	429496
04910  	7daee632  	2108614194  	429497
04911  	7db573eb  	2109043691  	429497
04912  	7dbc01a3  	2109473187  	429496
04913  	7dc28f5c  	2109902684  	429497
04914  	7dc91d15  	2110332181  	429497
04915  	7dcfaace  	2110761678  	429497
04916  	7dd63886  	2111191174  	429496
04917  	7ddcc63f  	2111620671  	429497
04918  	7de353f8  	2112050168  	429497
04919  	7de9e1b1  	2112479665  	429497
04920  	7df06f69  	2112909161  	429496
04921  	7df6fd22  	2113338658  	429497
04922  	7dfd8adb  	2113768155  	429497
04923  	7e041893  	2114197651  	429496
04924  	7e0aa64c  	2114627148  	429497
04925  	7e113405  	2115056645  	429497
04926  	7e17c1be  	2115486142  	429497
04927  	7e1e4f76  	2115915638  	429496
04928  	7e24dd2f  	2116345135  	429497
04929  	7e2b6ae8  	2116774632  	429497
04930  	7e31f8a1  	2117204129  	429497
04931  	7e388659  	2117633625  	429496
04932  	7e3f1412  	2118063122  	429497
04933  	7e45a1cb  	2118492619  	429497
04934  	7e4c2f83  	2118922115  	429496
04935  	7e52bd3c  	2119351612  	429497
04936  	7e594af5  	2119781109  	429497
04937  	7e5fd8ae  	2120210606  	429497
04938  	7e666666  	2120640102  	429496
04939  	7e6cf41f  	2121069599  	429497
04940  	7e7381d8  	2121499096  	429497
04941  	7e7a0f91  	2121928593  	429497
04942  	7e809d49  	2122358089  	429496
04943  	7e872b02  	2122787586  	429497
04944  	7e8db8bb  	2123217083  	429497
04945  	7e944674  	2123646580  	429497
04946  	7e9ad42c  	2124076076  	429496
04947  	7ea161e5  	2124505573  	429497
04948  	7ea7ef9e  	2124935070  	429497
04949  	7eae7d56  	2125364566  	429496
04950  	7eb50b0f  	2125794063  	429497
04951  	7ebb98c8  	2126223560  	429497
04952  	7ec22681  	2126653057  	429497
04953  	7ec8b439  	2127082553  	429496
04954  	7ecf41f2  	2127512050  	429497
04955  	7ed5cfab  	2127941547  	429497
04956  	7edc5d64  	2128371044  	429497
04957  	7ee2eb1c  	2128800540  	429496
04958  	7ee978d5  	2129230037  	429497
04959  	7ef0068e  	2129659534  	429497
04960  	7ef69446  	2130089030  	429496
04961  	7efd21ff  	2130518527  	429497
04962  	7f03afb8  	2130948024  	429497
04963  	7f0a3d71  	2131377521  	429497
04964  	7f10cb29  	2131807017  	429496
04965  	7f1758e2  	2132236514  	429497
04966  	7f1de69b  	2132666011  	429497
04967  	7f247454  	2133095508  	429497
04968  	7f2b020c  	2133525004  	429496
04969  	7f318fc5  	2133954501  	429497
04970  	7f381d7e  	2134383998  	429497
04971  	7f3eab36  	2134813494  	429496
04972  	7f4538ef  	2135242991  	429497
04973  	7f4bc6a8  	2135672488  	429497
04974  	7f525461  	2136101985  	429497
04975  	7f58e219  	2136531481  	429496
04976  	7f5f6fd2  	2136960978  	429497
04977  	7f65fd8b  	2137390475  	429497
04978  	7f6c8b44  	2137819972  	429497
04979  	7f7318fc  	2138249468  	429496
04980  	7f79a6b5  	2138678965  	429497
04981  	7f80346e  	2139108462  	429497
04982  	7f86c227  	2139537959  	429497
04983  	7f8d4fdf  	2139967455  	429496
